outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,04 - APR,202114,12-17,all_types,7,38220,29459,16946683,18.31501832,173.8334281,9.491305172,,,,0
case,04 - APR,202115,12-17,all_types,4,56121,29153,16671338,7.127456745,174.8689877,24.53455615,,,,0
case,04 - APR,202116,12-17,all_types,6,87173,25160,16388829,6.882865107,153.5192051,22.30454944,,,,0
case,04 - APR,202117,12-17,all_types,21,140242,23465,16135529,14.97411617,145.4244233,9.711719989,,,,0
case,05 - MAY,202118,12-17,all_types,12,237327,18697,15963947,5.056314705,117.1201583,23.16314651,,,,0
case,05 - MAY,202119,12-17,all_types,11,403228,14390,15581914,2.72798516,92.35065731,33.8530644,,,,0
case,05 - MAY,202120,12-17,all_types,24,676046,10423,14331041,3.550054286,72.73023642,20.48707725,,,,0
case,05 - MAY,202121,12-17,all_types,27,953538,6753,13600380,2.831559938,49.6530244,17.53557244,,,,0
case,06 - JUN,202122,12-17,all_types,39,1200161,5173,13142228,3.249564017,39.36166684,12.11290703,,,,0
case,06 - JUN,202123,12-17,all_types,41,1362839,4474,12739290,3.008425794,35.11969662,11.67377859,,,,0
case,06 - JUN,202124,12-17,all_types,44,1758732,4240,12432635,2.501802435,34.10379216,13.63168877,,,,0
case,06 - JUN,202125,12-17,all_types,97,2937102,4902,12080550,3.302575123,40.57762271,12.28666153,,,,0
case,06 - JUN,202126,12-17,all_types,151,3721491,6844,11764443.1,4.057513507,58.17529943,14.3376724,,,,1
case,07 - JUL,202127,12-17,all_types,220,4151208,9275,11546261.1,5.299662171,80.32903396,15.15738766,,,,1
case,07 - JUL,202128,12-17,all_types,489,4494020,14800,11291955.1,10.88112648,131.0667627,12.04533033,,,,1
case,07 - JUL,202129,12-17,all_types,902,4753838,24445,11000489.1,18.97414258,222.2173921,11.71159072,,,,1
case,07 - JUL,202130,12-17,all_types,1558,5004217,35915,10647961.1,31.1337418,337.2946207,10.83373219,,,,1
case,08 - AUG,202131,12-17,all_types,2286,5231297,44412,10236483.1,43.69853212,433.8599455,9.928478702,,,,1
case,08 - AUG,202132,12-17,all_types,2809,5428449,55396,9820229.1,51.74590385,564.1008925,10.90136321,,,,1
case,08 - AUG,202133,12-17,all_types,3654,5652125,72661,9473783.1,64.64825176,766.9692163,11.8637271,,,,1
case,08 - AUG,202134,12-17,all_types,4673,5920890,85927,9160792.1,78.92394556,937.9865743,11.88468934,,,,1
case,09 - SEP,202135,12-17,all_types,4876,6246917,78990,8868936.1,78.05450273,890.6367022,11.41044618,,,,1
case,09 - SEP,202136,12-17,all_types,4214,6624811,61635,8655813.1,63.60936184,712.0648203,11.19433995,,,,1
case,09 - SEP,202137,12-17,all_types,4040,7013105,51711,8441356.1,57.60643823,612.5911452,10.63407432,,,,1
case,09 - SEP,202138,12-17,all_types,3713,7314316,43548,8273712.1,50.76346168,526.3417372,10.36851546,,,,1
case,09 - SEP,202139,12-17,all_types,3444,7590154,36310,8138657.1,45.37457343,446.1423986,9.832431798,,,,1
case,10 - OCT,202140,12-17,all_types,3309,7822353,30854,8023304.1,42.30184958,384.5547871,9.090732223,,,,1
case,10 - OCT,202141,12-17,all_types,2861,7999795,25235,7925817.1,35.76341644,318.3898856,8.902669749,,,,1
case,10 - OCT,202142,12-17,all_types,2860,8151352,22305,7840528.1,35.08620411,284.4833883,8.1081267,,,,1
case,10 - OCT,202143,12-17,all_types,2903,8274367,22827,7766354.1,35.08425478,293.9217,8.377595643,,,,1
case,11 - NOV,202144,12-17,all_types,3501,8377616,24323,7692158.1,41.78993165,316.2051492,7.566539039,,,,1
case,11 - NOV,202145,12-17,all_types,3903,8466220,26419,7609278.1,46.10085729,347.194565,7.531195414,,,,1
case,11 - NOV,202146,12-17,all_types,4422,8544587,27857,7514417.1,51.75206245,370.7140505,7.163271045,,,,1
case,11 - NOV,202147,12-17,all_types,3594,8610806,20536,7440182.1,41.73825307,276.0147497,6.612992384,,,,1
case,12 - DEC,202148,12-17,all_types,6439,8672293,33639,7369755.1,74.24795265,456.4466464,6.147599093,,,,1
case,12 - DEC,202149,12-17,all_types,6519,8725253,31708,7299948.1,74.71416588,434.3592525,5.813613086,,,,1
case,12 - DEC,202150,12-17,all_types,13677,8794535,37358,7229755.1,155.5170342,516.7256634,3.322630644,,,,1
case,12 - DEC,202151,12-17,all_types,34042,8877761,50395,7159135.1,383.4525394,703.9258136,1.835757339,,,,1
death,04 - APR,202114,12-17,all_types,0,35466,3,15377813,0,0.0195086,,,,,0
death,04 - APR,202115,12-17,all_types,0,50710,6,15135106,0,0.0396429,,,,,0
death,04 - APR,202116,12-17,all_types,0,77615,3,14879376,0,0.0201621,,,,,0
death,04 - APR,202117,12-17,all_types,0,122726,2,14646694,0,0.013655,,,,,0
death,05 - MAY,202118,12-17,all_types,0,210373,1,14490049,0,0.00690129,,,,,0
death,05 - MAY,202119,12-17,all_types,0,361842,5,14136008,0,0.0353707,,,,,0
death,05 - MAY,202120,12-17,all_types,0,604893,3,13015318,0,0.0230498,,,,,0
death,05 - MAY,202121,12-17,all_types,0,856719,1,12377255,0,0.0080793,,,,,0
death,06 - JUN,202122,12-17,all_types,0,1082911,1,11963218,0,0.008359,,,,,0
death,06 - JUN,202123,12-17,all_types,0,1231133,3,11597655,0,0.0258673,,,,,0
death,06 - JUN,202124,12-17,all_types,0,1601773,1,11318526,0,0.0088351,,,,,0
death,06 - JUN,202125,12-17,all_types,0,2661632,4,10989643,0,0.0363979,,,,,0
death,06 - JUN,202126,12-17,all_types,0,3358082,0,10695421.1,0,0,,,,,1
death,07 - JUL,202127,12-17,all_types,0,3743682,1,10494156.1,0,0.0095291,,,,,1
death,07 - JUL,202128,12-17,all_types,0,4054193,4,10258988.1,0,0.0389902,,,,,1
death,07 - JUL,202129,12-17,all_types,1,4290551,6,9990237.1,0.023307,0.0600586,2.576846349,,,,1
death,07 - JUL,202130,12-17,all_types,1,4519141,8,9665367.1,0.0221281,0.082769748,3.740481621,,,,1
death,08 - AUG,202131,12-17,all_types,0,4726054,13,9286615.1,0,0.13998642,,,,,1
death,08 - AUG,202132,12-17,all_types,0,4906868,13,8902038.1,0,0.146033974,,,,,1
death,08 - AUG,202133,12-17,all_types,1,5113182,9,8590202.1,0.0195573,0.104770527,5.357107722,,,,1
death,08 - AUG,202134,12-17,all_types,0,5361579,18,8306171.1,0,0.216706347,,,,,1
death,09 - SEP,202135,12-17,all_types,0,5662767,14,8039428.1,0,0.17414174,,,,,1
death,09 - SEP,202136,12-17,all_types,0,6012455,6,7846102.1,0,0.076471093,,,,,1
death,09 - SEP,202137,12-17,all_types,0,6372365,11,7649102.1,0,0.143807729,,,,,1
death,09 - SEP,202138,12-17,all_types,1,6645316,5,7495590.1,0.0150482,0.066705889,4.432817104,,,,1
death,09 - SEP,202139,12-17,all_types,1,6894690,9,7372119.1,0.0145039,0.122081587,8.417146977,,,,1
death,10 - OCT,202140,12-17,all_types,0,7104928,9,7265743.1,0,0.123868954,,,,,1
death,10 - OCT,202141,12-17,all_types,0,7264713,7,7176056.1,0,0.097546618,,,,,1
death,10 - OCT,202142,12-17,all_types,0,7401540,6,7098084.1,0,0.084529852,,,,,1
death,10 - OCT,202143,12-17,all_types,1,7512048,5,7030254.1,0.0133119,0.071121185,5.342657529,,,,1
death,11 - NOV,202144,12-17,all_types,0,7604643,6,6961958.1,0,0.08618265,,,,,1
death,11 - NOV,202145,12-17,all_types,0,7684649,6,6886875.1,0,0.087122242,,,,,1
death,11 - NOV,202146,12-17,all_types,1,7755677,9,6800400.1,0.0128938,0.132345154,10.26426269,,,,1
death,11 - NOV,202147,12-17,all_types,0,7814991,2,6733734.1,0,0.0297012,,,,,1
death,12 - DEC,202148,12-17,all_types,0,7870424,7,6669079.1,0,0.104962018,,,,,1
case,04 - APR,202114,18-29,all_types,604,2430063,68855,29975501,24.85532268,229.7042508,9.241652332,,,,0
case,04 - APR,202115,18-29,all_types,667,3022373,63297,28115432,22.06875194,225.1325891,10.20141917,,,,0
case,04 - APR,202116,18-29,all_types,764,3939361,48991,26645660,19.39400832,183.8610866,9.480303584,,,,0
case,04 - APR,202117,18-29,all_types,848,4958567,43775,25450651,17.10171507,171.9995296,10.0574433,,,,0
case,05 - MAY,202118,18-29,all_types,793,5967241,34838,24588549,13.28922361,141.6838383,10.66155875,,,,0
case,05 - MAY,202119,18-29,all_types,714,7250886,28320,23871914,9.847072482,118.6331352,12.04755377,,,,0
case,05 - MAY,202120,18-29,all_types,651,8863504,21168,23092553,7.344725066,91.66591498,12.48051005,,,,0
case,05 - MAY,202121,18-29,all_types,603,10332185,15437,22432416,5.836132435,68.81559258,11.79130072,,,,1
case,06 - JUN,202122,18-29,all_types,565,11525883,12223,21994355,4.902010544,55.57335053,11.33684843,,,,1
case,06 - JUN,202123,18-29,all_types,645,12382457,11238,21597309,5.208982353,52.03426038,9.989333204,,,,1
case,06 - JUN,202124,18-29,all_types,700,12964990,11117,21249967,5.399155726,52.31537536,9.689547406,,,,1
case,06 - JUN,202125,18-29,all_types,1007,13537759,12353,20934326,7.438454178,59.0083483,7.932877838,,,,1
case,06 - JUN,202126,18-29,all_types,1730,14089500,16494,20635171,12.27864722,79.93149172,6.509796258,,,,1
case,07 - JUL,202127,18-29,all_types,3291,14486420,25909,20386391,22.71782815,127.0896845,5.594270882,,,,1
case,07 - JUL,202128,18-29,all_types,5866,14800712,41219,20118403,39.63322846,204.8820674,5.169451882,,,,1
case,07 - JUL,202129,18-29,all_types,10216,15062857,64282,19821623,67.82245891,324.3024045,4.781637376,,,,1
case,07 - JUL,202130,18-29,all_types,15917,15333443,93723,19429602,103.8057793,482.3722071,4.646872364,,,,1
case,08 - AUG,202131,18-29,all_types,19470,15581072,109254,18983698,124.9593096,575.5148444,4.60561799,,,,1
case,08 - AUG,202132,18-29,all_types,19907,15813677,115089,18526471,125.8847009,621.2138297,4.934784171,,,,1
case,08 - AUG,202133,18-29,all_types,20394,16047210,114437,18086102,127.0875124,632.734461,4.978730396,,,,1
case,08 - AUG,202134,18-29,all_types,21591,16305367,111833,17655705,132.4165227,633.4099941,4.783466451,,,,1
case,09 - SEP,202135,18-29,all_types,21624,16623373,102771,17239292,130.0819034,596.1439716,4.582835554,,,,1
case,09 - SEP,202136,18-29,all_types,19996,16997257,92173,16913491,117.6425114,544.9673282,4.632401347,,,,1
case,09 - SEP,202137,18-29,all_types,17880,17390065,79177,16553382,102.817327,478.3131326,4.652067375,,,,1
case,09 - SEP,202138,18-29,all_types,14217,17729066,64316,16258621,80.19034957,395.5809044,4.933023819,,,,1
case,09 - SEP,202139,18-29,all_types,13171,18112123,55187,15998303,72.71924997,344.9553368,4.743659168,,,,1
case,10 - OCT,202140,18-29,all_types,12332,18470551,48594,15769976,66.76573969,308.1425108,4.615278918,,,,1
case,10 - OCT,202141,18-29,all_types,11274,18764353,41559,15566266,60.08200762,266.9811758,4.443612762,,,,1
case,10 - OCT,202142,18-29,all_types,10504,19027219,38146,15380402,55.20512483,248.0169244,4.492643123,,,,1
case,10 - OCT,202143,18-29,all_types,11796,19257741,40036,15199312,61.2532903,263.4066595,4.300285881,,,,1
case,11 - NOV,202144,18-29,all_types,15547,19461454,43100,15020769,79.88611745,286.9360417,3.591813582,,,,1
case,11 - NOV,202145,18-29,all_types,16205,19642693,46287,14849035,82.49887121,311.7172261,3.778442317,,,,1
case,11 - NOV,202146,18-29,all_types,17307,19811854,48112,14665972,87.35679155,328.0519014,3.755310784,,,,1
case,11 - NOV,202147,18-29,all_types,15575,19964679,41468,14476984,78.01277446,286.4408775,3.671717606,,,,1
case,12 - DEC,202148,18-29,all_types,26019,20109411,66219,14291973,129.387181,463.3300105,3.580957612,,,,1
case,12 - DEC,202149,18-29,all_types,25151,20239864,59076,14083039,124.264669,419.4833232,3.375724787,,,,1
case,12 - DEC,202150,18-29,all_types,63828,20363975,85459,13870685,313.4358592,616.1123261,1.965672746,,,,1
case,12 - DEC,202151,18-29,all_types,138374,20504373,150567,13645342,674.8511647,1103.431486,1.635073841,,,,1
death,04 - APR,202114,18-29,all_types,0,2203995,26,27247951,0,0.095420019,,,,,0
death,04 - APR,202115,18-29,all_types,0,2727123,33,25584409,0,0.128984805,,,,,0
death,04 - APR,202116,18-29,all_types,0,3544986,20,24235677,0,0.082522968,,,,,0
death,04 - APR,202117,18-29,all_types,0,4438713,26,23128009,0,0.112417805,,,,,0
death,05 - MAY,202118,18-29,all_types,0,5353654,28,22329173,0,0.125396494,,,,,0
death,05 - MAY,202119,18-29,all_types,0,6535849,22,21664513,0,0.101548555,,,,,0
death,05 - MAY,202120,18-29,all_types,1,8006068,22,20951108,0.0124905,0.10500638,8.406882156,,,,0
death,05 - MAY,202121,18-29,all_types,0,9343335,9,20355020,0,0.0442151,,,,,1
death,06 - JUN,202122,18-29,all_types,0,10439025,11,19957010,0,0.0551185,,,,,1
death,06 - JUN,202123,18-29,all_types,0,11224186,10,19591618,0,0.0510422,,,,,1
death,06 - JUN,202124,18-29,all_types,0,11758725,17,19271893,0,0.088211366,,,,,1
death,06 - JUN,202125,18-29,all_types,0,12278998,14,18980636,0,0.073759383,,,,,1
death,06 - JUN,202126,18-29,all_types,0,12775386,21,18704197,0,0.112274267,,,,,1
death,07 - JUL,202127,18-29,all_types,0,13132420,45,18474823,0,0.243574729,,,,,1
death,07 - JUL,202128,18-29,all_types,0,13418273,64,18227954,0,0.351109071,,,,,1
death,07 - JUL,202129,18-29,all_types,0,13658399,100,17955868,0,0.556921002,,,,,1
death,07 - JUL,202130,18-29,all_types,2,13907124,119,17595312,0.0143811,0.67631651,47.02808782,,,,1
death,08 - AUG,202131,18-29,all_types,1,14134519,164,17188671,0.00707488,0.954116813,134.8598223,,,,1
death,08 - AUG,202132,18-29,all_types,3,14347890,171,16771799,0.020909,1.019568622,48.7621948,,,,1
death,08 - AUG,202133,18-29,all_types,2,14561046,187,16371126,0.0137353,1.142254968,83.16213564,,,,1
death,08 - AUG,202134,18-29,all_types,2,14796840,148,15981265,0.0135164,0.926084387,68.5156125,,,,1
death,09 - SEP,202135,18-29,all_types,3,15088388,152,15608720,0.0198828,0.973814637,48.97764361,,,,1
death,09 - SEP,202136,18-29,all_types,1,15432092,140,15316788,0.00648,0.914029756,141.0539129,,,,1
death,09 - SEP,202137,18-29,all_types,7,15792258,130,14989223,0.0443255,0.867289785,19.56637722,,,,1
death,09 - SEP,202138,18-29,all_types,0,16101687,99,14725487,0,0.672303741,,,,,1
death,09 - SEP,202139,18-29,all_types,1,16451050,79,14492550,0.00607864,0.545107659,89.6759335,,,,1
death,10 - OCT,202140,18-29,all_types,0,16772818,62,14285599,0,0.434003502,,,,,1
death,10 - OCT,202141,18-29,all_types,4,17035819,56,14101157,0.0234799,0.397130533,16.91360971,,,,1
death,10 - OCT,202142,18-29,all_types,1,17272381,55,13933113,0.00578959,0.394743084,68.1815295,,,,1
death,10 - OCT,202143,18-29,all_types,0,17478310,43,13771322,0,0.31224308,,,,,1
death,11 - NOV,202144,18-29,all_types,0,17659550,40,13611924,0,0.293860001,,,,,1
death,11 - NOV,202145,18-29,all_types,0,17820867,51,13460104,0,0.378897518,,,,,1
death,11 - NOV,202146,18-29,all_types,1,17971947,78,13297535,0.00556423,0.58657488,105.4189266,,,,1
death,11 - NOV,202147,18-29,all_types,1,18107959,52,13132070,0.00552243,0.395977176,71.70338477,,,,1
death,12 - DEC,202148,18-29,all_types,1,18236333,48,12968490,0.00548356,0.370127902,67.49775679,,,,1
case,04 - APR,202114,30-49,all_types,1696,7058352,85914,39589777,24.02827176,217.0105682,9.031468029,,,,0
case,04 - APR,202115,30-49,all_types,1900,8652796,79412,36526442,21.95822021,217.4096234,9.901058526,,,,0
case,04 - APR,202116,30-49,all_types,2192,10843335,64329,34154217,20.21518288,188.3486306,9.317186579,,,,0
case,04 - APR,202117,30-49,all_types,2439,13184254,55505,32248043,18.4993402,172.1189717,9.304060028,,,,0
case,05 - MAY,202118,30-49,all_types,2106,15507971,45379,30846243,13.58011309,147.1135399,10.83301287,,,,0
case,05 - MAY,202119,30-49,all_types,1742,18085003,37136,29791319.75,9.632290357,124.6537593,12.94123772,,,,1
case,05 - MAY,202120,30-49,all_types,1762,20816571,27515,28675813.75,8.464410397,95.95194138,11.33592736,,,,1
case,05 - MAY,202121,30-49,all_types,1474,23119031,20280,27769245.75,6.375699743,73.03043152,11.45449668,,,,1
case,06 - JUN,202122,30-49,all_types,1435,25009030,16243,27126660.75,5.737927461,59.87836155,10.43553826,,,,1
case,06 - JUN,202123,30-49,all_types,1481,26361116,14483,26543738.75,5.618123299,54.5627733,9.71192165,,,,1
case,06 - JUN,202124,30-49,all_types,1667,27258931,13676,26041685.75,6.115426904,52.51580152,8.587430174,,,,1
case,06 - JUN,202125,30-49,all_types,2395,28105896,15016,25589844.75,8.521343707,58.67952755,6.886182458,,,,1
case,06 - JUN,202126,30-49,all_types,3972,28903037,20147,25165554.75,13.74250049,80.05784176,5.825565867,,,,1
case,07 - JUL,202127,30-49,all_types,6721,29472500,30287,24815484.75,22.8043091,122.0487946,5.352005799,,,,1
case,07 - JUL,202128,30-49,all_types,12580,29921760,47491,24445433.75,42.04298143,194.2735011,4.620830742,,,,1
case,07 - JUL,202129,30-49,all_types,21699,30290114,77268,24009323.75,71.63723451,321.8249744,4.492425992,,,,1
case,07 - JUL,202130,30-49,all_types,32403,30662041,112130,23413266.75,105.6778967,478.91651,4.531851269,,,,1
case,08 - AUG,202131,30-49,all_types,41216,31005850,135053,22731660.75,132.9297536,594.1184918,4.469416935,,,,1
case,08 - AUG,202132,30-49,all_types,45850,31329173,148140,22028079.75,146.349219,672.5052827,4.595209236,,,,1
case,08 - AUG,202133,30-49,all_types,47976,31655477,150541,21360788.75,151.5567117,704.7539385,4.650100486,,,,1
case,08 - AUG,202134,30-49,all_types,49501,32032943,149269,20718031.75,154.5315396,720.4786719,4.662340605,,,,1
case,09 - SEP,202135,30-49,all_types,46930,32532446,140248,20109785.75,144.2559837,697.4117066,4.834542656,,,,1
case,09 - SEP,202136,30-49,all_types,43202,33137187,124803,19640353.75,130.3731666,635.4417114,4.874022226,,,,1
case,09 - SEP,202137,30-49,all_types,39735,33773177,108430,19117457.75,117.6525383,567.1779241,4.820787824,,,,1
case,09 - SEP,202138,30-49,all_types,35336,34312597,90424,18692349.75,102.9825868,483.7487058,4.697383516,,,,1
case,09 - SEP,202139,30-49,all_types,34333,34917922,78721,18304523.75,98.32486595,430.0630875,4.373899556,,,,1
case,10 - OCT,202140,30-49,all_types,32614,35465526,70502,17965983.75,91.95972449,392.4193686,4.267296045,,,,1
case,10 - OCT,202141,30-49,all_types,29578,35909210,60496,17666715.75,82.36884075,342.4292373,4.157266682,,,,1
case,10 - OCT,202142,30-49,all_types,28415,36306872,55556,17392486.75,78.26342077,319.4252829,4.081412233,,,,1
case,10 - OCT,202143,30-49,all_types,30444,36648945,56434,17095218.75,83.06923978,330.1156939,3.973982364,,,,1
case,11 - NOV,202144,30-49,all_types,35101,36957638,58912,16798592.75,94.97630774,350.6960427,3.692458162,,,,1
case,11 - NOV,202145,30-49,all_types,39388,37250110,64979,16511209.75,105.7392851,393.5447553,3.721840516,,,,1
case,11 - NOV,202146,30-49,all_types,43034,37527570,69595,16202037.75,114.6730257,429.5447343,3.745821928,,,,1
case,11 - NOV,202147,30-49,all_types,39278,37777045,61354,15903193.75,103.9731932,385.7967209,3.710540273,,,,1
case,12 - DEC,202148,30-49,all_types,57636,38014978,90104,15595380.75,151.6139244,577.7608219,3.810737201,,,,1
case,12 - DEC,202149,30-49,all_types,52167,38225647,82788,15259116.75,136.4712022,542.5477854,3.975547784,,,,1
case,12 - DEC,202150,30-49,all_types,94390,38431137,103711,14956921.75,245.608138,693.3980249,2.823188313,,,,1
case,12 - DEC,202151,30-49,all_types,203561,38661948,171164,14687245.75,526.5151151,1165.392089,2.21340671,,,,1
death,04 - APR,202114,30-49,all_types,3,6368447,193,36206691,0.0471072,0.533050645,11.31568261,,,,0
death,04 - APR,202115,30-49,all_types,3,7783867,199,33407122,0.0385413,0.595681364,15.45568171,,,,0
death,04 - APR,202116,30-49,all_types,2,9768106,166,31200212,0.0204748,0.532047667,25.98549003,,,,0
death,04 - APR,202117,30-49,all_types,3,11856180,159,29422206,0.0253033,0.540408153,21.35725445,,,,0
death,05 - MAY,202118,30-49,all_types,2,13961522,145,28114811,0.0143251,0.515742396,36.00274407,,,,0
death,05 - MAY,202119,30-49,all_types,2,16313282,113,27132466.75,0.0122599,0.416475218,33.97038837,,,,1
death,05 - MAY,202120,30-49,all_types,1,18820209,89,26102591.75,0.00531344,0.340962311,64.1698195,,,,1
death,05 - MAY,202121,30-49,all_types,0,20944154,83,25277386.75,0,0.328356728,,,,,1
death,06 - JUN,202122,30-49,all_types,1,22695336,69,24686509.75,0.00440619,0.279504882,63.43457216,,,,1
death,06 - JUN,202123,30-49,all_types,2,23941095,76,24145801.75,0.0083538,0.31475451,37.67783814,,,,1
death,06 - JUN,202124,30-49,all_types,5,24770716,69,23681081.75,0.0201851,0.291371825,14.43497744,,,,1
death,06 - JUN,202125,30-49,all_types,5,25547761,86,23262949.75,0.0195712,0.369686566,18.88932805,,,,1
death,06 - JUN,202126,30-49,all_types,7,26273205,127,22869561.75,0.0266431,0.555323278,20.8430319,,,,1
death,07 - JUL,202127,30-49,all_types,11,26790895,197,22544750.75,0.0410587,0.8738176,21.28214144,,,,1
death,07 - JUL,202128,30-49,all_types,12,27201730,304,22201546.75,0.0441148,1.369273967,31.03885063,,,,1
death,07 - JUL,202129,30-49,all_types,22,27540835,566,21797673.75,0.079881383,2.596607356,32.50578852,,,,1
death,07 - JUL,202130,30-49,all_types,43,27883075,889,21246485.75,0.154215416,4.184221384,27.13231597,,,,1
death,08 - AUG,202131,30-49,all_types,40,28199850,1046,20622265.75,0.141844726,5.07218757,35.75873216,,,,1
death,08 - AUG,202132,30-49,all_types,45,28497829,1174,19976774.75,0.157906765,5.876824536,37.21705349,,,,1
death,08 - AUG,202133,30-49,all_types,32,28798653,1139,19367707.75,0.111116308,5.880923105,52.92583245,,,,1
death,08 - AUG,202134,30-49,all_types,36,29147783,1052,18783457.75,0.123508536,5.600672752,45.34644278,,,,1
death,09 - SEP,202135,30-49,all_types,45,29610544,953,18235464.75,0.151972892,5.22608013,34.38823903,,,,1
death,09 - SEP,202136,30-49,all_types,47,30169028,789,17812992.75,0.15578891,4.429351154,28.43174872,,,,1
death,09 - SEP,202137,30-49,all_types,35,30754734,653,17338866.75,0.113803618,3.766105417,33.09302009,,,,1
death,09 - SEP,202138,30-49,all_types,35,31248929,478,16959919.75,0.112003839,2.818409562,25.16350866,,,,1
death,09 - SEP,202139,30-49,all_types,30,31803331,367,16616047.75,0.094329742,2.208708145,23.41475874,,,,1
death,10 - OCT,202140,30-49,all_types,16,32299532,317,16313865.75,0.0495363,1.943132332,39.22641559,,,,1
death,10 - OCT,202141,30-49,all_types,21,32699300,260,16047520.75,0.064221558,1.620187966,25.22810112,,,,1
death,10 - OCT,202142,30-49,all_types,19,33056753,235,15803840.75,0.0574769,1.486980309,25.8709162,,,,1
death,10 - OCT,202143,30-49,all_types,11,33361596,223,15545419.75,0.032972,1.434506135,43.50674012,,,,1
death,11 - NOV,202144,30-49,all_types,17,33635592,227,15288903.75,0.0505417,1.484736929,29.37647386,,,,1
death,11 - NOV,202145,30-49,all_types,16,33894408,218,15041737.75,0.0472054,1.44930063,30.7019918,,,,1
death,11 - NOV,202146,30-49,all_types,21,34139857,226,14773973.75,0.0615117,1.529717081,24.86872495,,,,1
death,11 - NOV,202147,30-49,all_types,13,34360451,192,14521724.75,0.0378342,1.322156998,34.94608519,,,,1
death,12 - DEC,202148,30-49,all_types,16,34570753,203,14253689.75,0.0462819,1.424192638,30.77213244,,,,1
case,04 - APR,202114,50-64,all_types,1401,7055005,45050,22235297,19.85824248,202.6057938,10.20260449,,,,0
case,04 - APR,202115,50-64,all_types,1740,9084102,40345,20106034,19.15434239,200.6611548,10.47601378,,,,0
case,04 - APR,202116,50-64,all_types,1948,11807727,32167,18605981,16.4976714,172.8852674,10.47937392,,,,0
case,04 - APR,202117,50-64,all_types,2081,14805442,26222,17392842.8,14.05564251,150.7631633,10.72616661,,,,1
case,05 - MAY,202118,50-64,all_types,1857,17648534,21844,16485186.8,10.52212042,132.5068394,12.59316888,,,,1
case,05 - MAY,202119,50-64,all_types,1694,20078656,18270,15804340.8,8.436819676,115.6011518,13.70198206,,,,1
case,05 - MAY,202120,50-64,all_types,1517,22021564,13519,15137277.8,6.888702365,89.30932086,12.96460729,,,,1
case,05 - MAY,202121,50-64,all_types,1330,23466821,10025,14612339.8,5.667576362,68.606398,12.10506813,,,,1
case,06 - JUN,202122,50-64,all_types,1236,24622911,7882,14245166.8,5.019715175,55.33104744,11.02274641,,,,1
case,06 - JUN,202123,50-64,all_types,1363,25470674,7092,13921005.8,5.351252189,50.94459482,9.520125949,,,,1
case,06 - JUN,202124,50-64,all_types,1406,26031944,6686,13646241.8,5.401056487,48.99517463,9.071405705,,,,1
case,06 - JUN,202125,50-64,all_types,1807,26532449,7013,13393489.8,6.810528497,52.36125987,7.688281445,,,,1
case,06 - JUN,202126,50-64,all_types,2669,26986768,8541,13160553.8,9.890032033,64.89848474,6.562009559,,,,1
case,07 - JUL,202127,50-64,all_types,4473,27314733,12601,12967072.8,16.37577786,97.17690488,5.934185581,,,,1
case,07 - JUL,202128,50-64,all_types,8259,27568286,19463,12761569.8,29.95833691,152.5125851,5.090822817,,,,1
case,07 - JUL,202129,50-64,all_types,15043,27774484,31503,12506144.8,54.16122222,251.9001699,4.650932154,,,,1
case,07 - JUL,202130,50-64,all_types,22870,27980889,45544,12164778.8,81.73435805,374.39234,4.58059926,,,,1
case,08 - AUG,202131,50-64,all_types,30438,28178211,57360,11789733.8,108.0196326,486.5249799,4.504042164,,,,1
case,08 - AUG,202132,50-64,all_types,34441,28366620,64295,11422781.8,121.4138308,562.8663939,4.635933076,,,,1
case,08 - AUG,202133,50-64,all_types,36193,28557821,66008,11084322.8,126.7358599,595.5077382,4.698810099,,,,1
case,08 - AUG,202134,50-64,all_types,36634,28779949,64975,10762561.8,127.2900101,603.713142,4.742816355,,,,1
case,09 - SEP,202135,50-64,all_types,34640,29070673,61385,10456370.8,119.1578881,587.0583702,4.92672688,,,,1
case,09 - SEP,202136,50-64,all_types,32133,29409675,56098,10226548.8,109.2599629,548.5526065,5.020618641,,,,1
case,09 - SEP,202137,50-64,all_types,29819,29754297,49703,9979022.8,100.2174577,498.0748215,4.969940698,,,,1
case,09 - SEP,202138,50-64,all_types,26295,30033084,41604,9780058.8,87.55344606,425.3962154,4.858703278,,,,1
case,09 - SEP,202139,50-64,all_types,25543,30335157,37525,9591595.8,84.20262997,391.2279123,4.646267134,,,,1
case,10 - OCT,202140,50-64,all_types,24327,30608262,34360,9423789.8,79.47854079,364.6091512,4.587516927,,,,1
case,10 - OCT,202141,50-64,all_types,22115,30831277,30324,9269486.8,71.72910807,327.1378519,4.560740551,,,,1
case,10 - OCT,202142,50-64,all_types,21411,31030618,27501,9118585.8,68.9995926,301.5928194,4.370936233,,,,1
case,10 - OCT,202143,50-64,all_types,22372,31202809,28263,8920927.8,71.69867303,316.8168226,4.418726445,,,,1
case,11 - NOV,202144,50-64,all_types,24192,31359547,29000,8725383.8,77.1439715,332.3636033,4.308354844,,,,1
case,11 - NOV,202145,50-64,all_types,27346,31523344,32574,8532756.8,86.74841096,381.7523546,4.400684121,,,,1
