state,latitude,longitude,uid,stat_abr,date,mmwr_week,week,cases_total,cases_new,death_total,death_new,total_beds,total_icu,used_inpatient,used_icu,distributed_janssen,series_complete_janssen,distributed_moderna,series_complete_moderna,distributed_pfizer,series_complete_pfizer,distributed,dist_per_100k,administered,admin_per_100k,administered_dose1_recip,administered_dose1_pop_pct,series_complete_yes,series_complete_pop_pct,additional_doses,additional_doses_vax_pct,additional_doses_janssen,additional_doses_moderna,additional_doses_pfizer
Colorado,38.9979339,-105.550567,CO202113,CO,2021-04-04,14,13,476469,1443,6126,2,81325.0,12623.0,46041.0,7639.0,134700,66445,1635800,503268,1756950,538613,3527450,61254,2954206,51300,1889755,32.8,1108570,19.3,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202112,CO,2021-03-28,13,12,466806,1065,6092,3,82285.0,12724.0,46424.0,7648.0,75100,57326,1476400,428031,1508910,481332,3060410,53144,2569087,44612,1639579,28.5,966835,16.8,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202111,CO,2021-03-21,12,11,459119,890,6073,5,81255.0,12628.0,46352.0,7879.0,66100,47158,1319700,389010,1298310,430411,2684110,46609,2250372,39078,1413334,24.5,866707,15.1,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202110,CO,2021-03-14,11,10,452434,1099,6038,2,81128.0,12552.0,45312.0,7825.0,58000,31132,1170100,319473,1116960,344478,2345060,40722,1878639,32622,1200280,20.8,695186,12.1,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202109,CO,2021-03-07,10,09,445126,884,5989,3,81750.0,12707.0,46806.0,7967.0,55600,3733,1022400,277079,941460,290755,2019460,35068,1626499,28244,1046640,18.2,571655,9.9,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202108,CO,2021-02-28,9,08,438068,878,5951,6,82131.0,12823.0,46723.0,7783.0,0,0,0,0,0,0,1700660,29532,1371577,23817,901484,15.7,0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202107,CO,2021-02-21,8,07,430387,913,5892,5,86282.0,13890.0,49241.0,8330.0,0,0,0,0,0,0,1348800,23422,1202161,20875,816933,14.2,0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202106,CO,2021-02-14,7,06,423532,840,5824,10,80279.0,12866.0,45983.0,7754.0,0,0,0,0,0,0,1210475,21020,926807,16094,630418,10.9,0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202105,CO,2021-02-07,6,05,415720,1099,5731,10,81088.0,12931.0,46520.0,7807.0,0,0,0,0,0,0,991075,17210,729895,12675,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202104,CO,2021-01-31,5,04,406507,1202,5594,0,81523.0,13171.0,46944.0,7891.0,0,0,0,0,0,0,813400,14125,569234,9885,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202103,CO,2021-01-24,4,03,396801,1370,5505,23,81666.0,13166.0,46930.0,8077.0,0,0,0,0,0,0,692700,12029,434496,7545,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202102,CO,2021-01-17,3,02,385511,1565,5379,16,81343.0,13202.0,46032.0,7838.0,0,0,0,0,0,0,530875,9219,310175,5386,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202101,CO,2021-01-10,2,01,371617,2206,5208,18,81807.0,13158.0,46039.0,7822.0,0,0,0,0,0,0,381075,6617,201803,3504,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202153,CO,2021-01-03,1,53,353846,1917,4934,22,82040.0,13309.0,45886.0,8039.0,0,0,0,0,0,0,277375,4817,106355,1847,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202052,CO,2020-12-27,53,52,339015,1430,4610,18,81634.0,13379.0,43755.0,8050.0,0,0,0,0,0,0,172325,2992,63392,1101,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado,38.9979339,-105.550567,CO202051,CO,2020-12-20,52,51,324174,2277,4368,29,81555.0,14305.0,46926.0,8541.0,0,0,0,0,0,0,46800,813,22549,392,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202204,WV,2022-01-30,5,04,445061,2855,5743,0,196.0,140.0,227.0,0.0,158700,59877,1457800,414660,2113125,531204,3729625,208109,2589291,144480,1138856,63.5,1006201,56.1,427686.0,42.5,4583.0,202895.0,220145.0
West Virginia,38.9201705,-80.1816905,WV202203,WV,2022-01-23,4,03,418887,5256,5609,0,30377.0,5034.0,27031.0,3943.0,158200,59676,1447600,413860,2095925,528607,3701725,206553,2571829,143505,1134826,63.3,1002599,55.9,417856.0,41.7,4445.0,198220.0,215128.0
West Virginia,38.9201705,-80.1816905,WV202202,WV,2022-01-16,2,02,387115,4157,5516,0,42547.0,5088.0,26214.0,3984.0,157700,59112,1436680,412402,2074155,525071,3668535,204701,2553342,142474,1125390,62.8,997040,55.6,407144.0,40.8,4304.0,193527.0,209250.0
West Virginia,38.9201705,-80.1816905,WV202201,WV,2022-01-09,1,01,357980,2108,5421,0,43208.0,5274.0,27408.0,4163.0,157000,58869,1414780,411400,2042875,522171,3614655,201694,2528269,141075,1118783,62.4,992886,55.4,392252.0,39.5,4109.0,187381.0,200704.0
West Virginia,38.9201705,-80.1816905,WV202152,WV,2021-12-31,52,52,328162,0,5336,0,43263.0,5321.0,27418.0,4245.0,156400,58526,1164260,410084,2024015,518612,3344675,186630,2496290,139290,1110902,62.0,987665,55.1,372915.0,37.8,3814.0,178212.0,190833.0
West Virginia,38.9201705,-80.1816905,WV202151,WV,2021-12-26,52,51,319035,0,5251,0,43196.0,5300.0,25048.0,4115.0,156100,58317,1255580,409309,2005405,515605,3417085,190670,2472389,137957,1105391,61.7,983673,54.9,358787.0,36.5,3643.0,171292.0,183800.0
West Virginia,38.9201705,-80.1816905,WV202150,WV,2021-12-19,51,50,314791,901,5164,0,43530.0,5368.0,27049.0,4261.0,155300,71020,1279440,556115,1991845,655878,3426585,191200,3115913,173865,1607328,89.7,1283459,71.6,231807.0,18.1,2711.0,107038.0,122011.0
West Virginia,38.9201705,-80.1816905,WV202149,WV,2021-12-12,50,49,307432,880,5085,0,43241.0,5301.0,27884.0,4319.0,151900,70635,1322340,551789,1956975,649062,3431215,191458,3079124,171812,1595581,89.0,1271926,71.0,217779.0,17.1,2386.0,99042.0,116306.0
West Virginia,38.9201705,-80.1816905,WV202148,WV,2021-12-05,49,48,300660,833,4962,0,43288.0,5302.0,28302.0,4319.0,150300,51842,1329200,362345,1935045,466225,3414545,190528,2136465,119213,1242418,69.3,880724,49.1,68051.0,7.7,650.0,22725.0,44657.0
West Virginia,38.9201705,-80.1816905,WV202147,WV,2021-11-28,48,47,293389,620,4817,0,43374.0,5513.0,26551.0,4365.0,147900,46219,1321160,323225,1911965,374290,3381025,188658,1689798,94289,964820,53.8,744003,41.5,56636.0,7.6,471.0,18040.0,38112.0
West Virginia,38.9201705,-80.1816905,WV202146,WV,2021-11-21,47,46,288967,720,4726,0,43237.0,5434.0,26262.0,4190.0,147600,46173,1322100,323158,1903775,374226,3373475,188237,1689228,94257,963843,53.8,743826,41.5,55982.0,7.5,458.0,17563.0,37948.0
West Virginia,38.9201705,-80.1816905,WV202145,WV,2021-11-14,46,45,283075,670,4610,0,43405.0,5336.0,27695.0,4302.0,144400,44610,1314040,320706,1867005,372186,3325445,185556,1597959,89165,883960,49.3,737766,41.2,50845.0,6.9,227.0,13976.0,36631.0
West Virginia,38.9201705,-80.1816905,WV202144,WV,2021-11-07,45,44,278171,1038,4518,0,43360.0,5377.0,27599.0,4276.0,137100,44460,1289680,320024,1773825,371759,3238705,180716,1594626,88979,881224,49.2,736505,41.1,47963.0,6.5,130.0,11701.0,36121.0
West Virginia,38.9201705,-80.1816905,WV202143,WV,2021-10-31,44,43,272532,661,4426,0,43277.0,5394.0,26989.0,4210.0,135700,44318,1269240,319540,1771755,371331,3176695,177256,1590905,88771,878045,49.0,735450,41.0,45091.0,6.1,68.0,9559.0,35453.0
West Virginia,38.9201705,-80.1816905,WV202142,WV,2021-10-24,43,42,266521,642,4263,0,43602.0,5422.0,27309.0,4161.0,131200,44209,1241620,319082,1748895,370686,3121715,174189,1587036,88555,874954,48.8,734234,41.0,41883.0,5.7,12.0,7473.0,34389.0
West Virginia,38.9201705,-80.1816905,WV202141,WV,2021-10-17,42,41,260444,859,4108,0,43380.0,5459.0,27225.0,4238.0,125600,44002,1215100,318377,1722795,369228,3063495,170940,1580703,88202,872289,48.7,731861,40.8,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202140,WV,2021-10-10,41,40,253138,1071,3935,0,43418.0,5539.0,27622.0,4388.0,125000,43755,1206140,317719,1707585,367168,3038725,169558,1570760,87647,869092,48.5,728890,40.7,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202139,WV,2021-10-03,40,39,244698,1027,3722,0,43613.0,5707.0,27821.0,4673.0,120200,43488,1196760,317015,1682565,365124,2999525,167370,1557545,86909,865117,48.3,725872,40.5,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202138,WV,2021-09-26,39,38,234802,1376,3523,0,43643.0,5733.0,27977.0,4829.0,116200,43199,1184140,316321,1664835,363291,2965175,165454,1541930,86038,861272,48.1,723054,40.3,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202137,WV,2021-09-19,38,37,223117,1604,3370,0,43727.0,5686.0,27729.0,4738.0,116000,42845,1173920,315310,1657815,361065,2947735,164481,1534261,85610,856953,47.8,719461,40.1,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202136,WV,2021-09-12,37,36,210289,2244,3207,0,43957.0,5678.0,28033.0,4769.0,110200,42327,1161920,314257,1620465,359000,2892585,161403,1526804,85194,851598,47.5,715829,39.9,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202135,WV,2021-09-05,36,35,197984,1500,3124,0,44140.0,5723.0,28028.0,4742.0,110200,41908,1151720,313417,1594725,357522,2856645,159398,1520472,84841,847488,47.3,713092,39.8,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202134,WV,2021-08-29,35,34,187519,1226,3064,0,44049.0,5710.0,28130.0,4554.0,110200,41437,1070740,312639,1342005,355819,2522945,140778,1512950,84421,842839,47.0,710137,39.6,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202133,WV,2021-08-22,34,33,179189,828,3012,2,44260.0,5690.0,28442.0,4350.0,110200,40936,1007000,311884,1115835,354042,2233035,124601,1504234,83935,837852,46.8,707103,39.5,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202132,WV,2021-08-15,33,32,173543,633,2984,2,44523.0,5688.0,27516.0,4317.0,110200,40427,973260,311270,1004865,352464,2088325,116526,1496486,83502,833229,46.5,704399,39.3,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202131,WV,2021-08-08,32,31,169852,345,2969,2,44692.0,5708.0,27469.0,4318.0,110200,39937,930700,310791,984615,351171,2025515,113022,1491865,83245,829249,46.3,702135,39.2,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202130,WV,2021-08-01,31,30,167458,221,2948,1,44405.0,5637.0,27471.0,4368.0,110200,39430,903540,310312,963465,349989,1977205,110326,1487856,83021,825494,46.1,699963,39.1,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202129,WV,2021-07-25,30,29,165970,134,2936,0,44443.0,5609.0,27386.0,4286.0,110200,39010,891080,309559,949515,349111,1950795,108852,1484529,82835,822565,45.9,697908,38.9,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202128,WV,2021-07-18,29,28,165093,80,2919,0,43992.0,5560.0,27085.0,4143.0,110200,38623,876700,308995,938715,347960,1925615,107447,1481394,82660,820025,45.8,695798,38.8,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202127,WV,2021-07-11,28,27,164569,52,2908,0,44229.0,5604.0,27063.0,4157.0,110200,38330,870600,308321,936465,346568,1917265,106981,1478352,82491,818011,45.6,693433,38.7,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202126,WV,2021-07-04,27,26,164211,31,2899,0,44126.0,5615.0,26596.0,4008.0,110200,35630,863660,300388,925665,335167,1899525,105992,1426326,79588,786635,43.9,671388,37.5,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202125,WV,2021-06-27,26,25,163912,54,2876,0,44457.0,5625.0,27041.0,4114.0,110200,34900,853940,297521,925665,329589,1889805,105449,1407327,78527,775415,43.3,662202,37.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202124,WV,2021-06-20,25,24,163526,48,2863,0,44320.0,5529.0,26865.0,4082.0,110200,33699,848300,293365,919815,321492,1878315,104808,1379809,76992,760743,42.4,648731,36.2,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202123,WV,2021-06-13,24,23,163075,68,2849,0,44326.0,5576.0,26947.0,4051.0,110100,32611,844680,289527,916305,312747,1871085,104405,1360396,75909,752750,42.0,635043,35.4,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202122,WV,2021-06-06,23,22,162436,102,2813,0,44533.0,5620.0,27068.0,4219.0,110100,31377,842920,285508,908115,302689,1861135,103849,1334641,74472,740637,41.3,619711,34.6,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202121,WV,2021-05-30,22,21,161571,142,2792,0,44457.0,5604.0,26629.0,4128.0,109100,29260,829560,282316,897585,297763,1836245,102461,1314091,73325,727759,40.6,609465,34.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202120,WV,2021-05-23,21,20,160145,205,2772,0,44537.0,5587.0,27323.0,4236.0,107400,27829,814240,278833,877695,293393,1799335,100401,1287948,71866,708560,39.5,600173,33.5,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202119,WV,2021-05-16,20,19,158468,238,2761,4,44710.0,5609.0,26926.0,4208.0,105200,25359,791180,274216,835575,288603,1731955,96641,1252130,69868,681688,38.0,588277,32.8,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202118,WV,2021-05-09,19,18,156406,405,2726,0,44666.0,5632.0,27003.0,4217.0,103900,22072,774460,268487,803985,282454,1682345,93873,1216002,67852,657366,36.7,573097,32.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202117,WV,2021-05-02,18,17,153918,420,2686,7,44268.0,5551.0,26898.0,4143.0,100400,20323,759200,259789,799305,273339,1658905,92565,1185698,66161,644067,35.9,553522,30.9,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202116,WV,2021-04-25,17,16,151382,314,2821,4,43741.0,5529.0,26420.0,4054.0,95500,19884,746500,241140,782925,257869,1624925,90669,1139101,63561,632161,35.3,518956,29.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202115,WV,2021-04-18,16,15,148887,370,2785,5,44563.0,5513.0,26803.0,4003.0,95500,19832,723300,220143,703365,236640,1522165,84935,1084345,60505,618986,34.5,476666,26.6,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202114,WV,2021-04-11,15,14,146169,415,2745,3,44308.0,5393.0,27004.0,4030.0,93500,18661,665400,196395,627315,217524,1386215,77349,1024839,57185,600905,33.5,432618,24.1,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202113,WV,2021-04-04,14,13,143456,350,2695,2,44441.0,5583.0,25634.0,3973.0,74500,12061,612600,173023,559455,194093,1246555,69557,946710,52825,569122,31.8,379207,21.2,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202112,WV,2021-03-28,13,12,140613,297,2634,3,44241.0,5541.0,26778.0,4180.0,28800,7688,556600,154167,482235,168802,1067635,59573,856921,47815,524381,29.3,330678,18.5,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202111,WV,2021-03-21,12,11,137826,348,2606,6,44658.0,5670.0,27144.0,4114.0,24600,4062,498200,137356,416715,144412,939515,52424,763619,42609,473087,26.4,285846,15.9,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202110,WV,2021-03-14,11,10,135468,319,2530,11,44446.0,5681.0,26523.0,4121.0,21400,1782,450200,128247,352365,129947,823965,45976,684336,38185,417836,23.3,259988,14.5,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202109,WV,2021-03-07,10,09,133445,155,2325,2,44538.0,5664.0,26611.0,3999.0,21200,392,396800,111040,305565,117996,723565,40374,601440,33560,363429,20.3,229438,12.8,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202108,WV,2021-02-28,9,08,131855,275,2300,3,45083.0,5676.0,26666.0,4062.0,0,0,0,0,0,0,605255,33773,532295,29702,317008,17.7,0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202107,WV,2021-02-21,8,07,129616,252,2261,7,45288.0,5714.0,26631.0,4118.0,0,0,0,0,0,0,481225,26852,463513,25864,285134,15.9,0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202106,WV,2021-02-14,7,06,127588,306,2210,9,45108.0,5698.0,25693.0,4080.0,0,0,0,0,0,0,395600,22074,386583,21571,247825,13.8,0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202105,WV,2021-02-07,6,05,124708,518,2129,10,45275.0,5704.0,26888.0,4229.0,0,0,0,0,0,0,357000,19920,322046,17970,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202104,WV,2021-01-31,5,04,121001,661,2024,9,45207.0,5698.0,26875.0,4388.0,0,0,0,0,0,0,305200,17030,259774,14495,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202103,WV,2021-01-24,4,03,115307,555,1895,23,45086.0,5693.0,27411.0,4480.0,0,0,0,0,0,0,243100,13565,202883,11321,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202102,WV,2021-01-17,3,02,108821,697,1776,15,45386.0,5691.0,27519.0,4386.0,0,0,0,0,0,0,205475,11465,149371,8335,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202101,WV,2021-01-10,2,01,101212,1434,1582,12,45195.0,5665.0,27462.0,4431.0,0,0,0,0,0,0,126275,7046,112694,6288,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202153,WV,2021-01-03,1,53,91058,1731,1376,3,45321.0,5656.0,27184.0,4476.0,0,0,0,0,0,0,103375,5768,55238,3082,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202052,WV,2020-12-27,53,52,80710,533,1254,1,45226.0,5623.0,25605.0,4437.0,0,0,0,0,0,0,60875,3397,32273,1801,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
West Virginia,38.9201705,-80.1816905,WV202051,WV,2020-12-20,52,51,72342,1127,1128,6,44936.0,5583.0,26071.0,4306.0,0,0,0,0,0,0,16575,925,15459,863,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Michigan,44.9435598,-86.4158049,MI202204,MI,2022-01-30,5,04,2235180,0,32197,0,137562.0,19826.0,103371.0,15694.0,921200,414383,7479020,2118399,10876970,3277400,19277190,193026,14708950,147283,6508993,65.2,5811233,58.2,2807230.0,48.3,44591.0,1228361.0,1534192.0
Michigan,44.9435598,-86.4158049,MI202203,MI,2022-01-23,4,03,2124225,0,31502,0,143456.0,20244.0,109387.0,16449.0,919700,413313,7434620,2113301,10772030,3257914,19126350,191515,14594370,146136,6483786,64.9,5785570,57.9,2741774.0,47.4,43717.0,1204586.0,1493391.0
Michigan,44.9435598,-86.4158049,MI202202,MI,2022-01-16,2,02,1984056,0,30709,0,148310.0,20337.0,110270.0,16778.0,915900,410851,7367520,2106409,10614660,3234518,18898080,189230,14448958,144680,6439911,64.5,5752816,57.6,2653054.0,46.1,42497.0,1172341.0,1438137.0
Michigan,44.9435598,-86.4158049,MI202201,MI,2022-01-09,1,01,1855658,0,29955,0,156491.0,21620.0,116738.0,17540.0,912200,408968,7263820,2099888,10409570,3210193,18585590,186100,14257567,142763,6397592,64.1,5720073,57.3,2531909.0,44.3,40644.0,1126001.0,1365192.0
Michigan,44.9435598,-86.4158049,MI202152,MI,2021-12-31,52,52,1710271,0,29019,0,162643.0,21529.0,114553.0,17314.0,906600,406398,6888220,2091232,10219330,3180736,18014150,180379,14017702,140361,6345853,63.5,5679382,56.9,2378596.0,41.9,38162.0,1062833.0,1277535.0
Michigan,44.9435598,-86.4158049,MI202151,MI,2021-12-26,52,51,1645578,0,28344,0,162404.0,21693.0,110884.0,17729.0,904900,404887,6870960,2085684,10041460,3159653,17817320,178408,13840590,138588,6308429,63.2,5651234,56.6,2262183.0,40.0,36657.0,1013277.0,1212191.0
Michigan,44.9435598,-86.4158049,MI202150,MI,2021-12-19,51,50,1614141,0,27739,0,164089.0,21923.0,117154.0,18224.0,894000,403512,6825420,2080483,9930230,3137485,17649650,176729,13649069,136670,6271811,62.8,5622475,56.3,2130405.0,37.9,34439.0,954145.0,1141766.0
Michigan,44.9435598,-86.4158049,MI202149,MI,2021-12-12,50,49,1567578,0,26914,0,165273.0,22126.0,121957.0,18618.0,879200,400424,6797860,2072148,9616510,3097239,17293570,173163,13344337,133619,6218729,62.3,5570795,55.8,1922453.0,34.5,29773.0,860106.0,1032529.0
Michigan,44.9435598,-86.4158049,MI202148,MI,2021-12-05,49,48,1517325,0,26108,0,169718.0,22096.0,122859.0,18632.0,855100,397284,6658280,2065045,9247760,3044491,16761140,167832,13035927,130531,6166981,61.8,5507797,55.2,1720733.0,31.2,24209.0,761496.0,934989.0
Michigan,44.9435598,-86.4158049,MI202147,MI,2021-11-28,48,47,1469482,5563,25244,0,165027.0,22085.0,119427.0,18646.0,830900,392144,6578960,2053960,8990270,2986768,16400130,164217,12554249,125708,6069178,60.8,5433838,54.4,1397768.0,25.7,17573.0,594029.0,786135.0
Michigan,44.9435598,-86.4158049,MI202146,MI,2021-11-21,47,46,1408419,0,24841,0,164628.0,21787.0,120438.0,18085.0,825300,390938,6561840,2050971,8905680,2982399,16292820,163143,12434711,124511,6039533,60.5,5425273,54.3,1313014.0,24.2,16089.0,545429.0,751467.0
Michigan,44.9435598,-86.4158049,MI202145,MI,2021-11-14,46,45,1346868,0,24308,0,164899.0,21663.0,119260.0,17688.0,800000,387272,6438260,2042112,8628760,2969202,15867020,158879,12106761,121227,5949046,59.6,5399540,54.1,1091972.0,20.2,11614.0,415638.0,664696.0
Michigan,44.9435598,-86.4158049,MI202144,MI,2021-11-07,45,44,1309655,0,23975,0,166429.0,21842.0,120184.0,17698.0,784500,383740,6265160,2032493,7985010,2954468,15267770,152879,11775855,117914,5860936,58.7,5371650,53.8,892066.0,16.6,7539.0,294339.0,590161.0
Michigan,44.9435598,-86.4158049,MI202143,MI,2021-10-31,44,43,1275103,0,23662,0,166582.0,21733.0,118323.0,17242.0,769100,380603,6087800,2023881,7926060,2941089,14782960,148024,11517164,115323,5819440,58.3,5346511,53.5,692798.0,13.0,3161.0,171982.0,517640.0
Michigan,44.9435598,-86.4158049,MI202142,MI,2021-10-24,43,42,1247023,0,23309,0,169764.0,21543.0,117061.0,17311.0,716900,378309,5856840,2014164,7729950,2923933,14303690,143225,11230996,112458,5774882,57.8,5317328,53.2,473799.0,8.9,268.0,44240.0,429280.0
Michigan,44.9435598,-86.4158049,MI202141,MI,2021-10-17,42,41,1225941,3113,22989,10,163984.0,21414.0,116747.0,17128.0,700800,375927,5722380,2006847,7612140,2905317,14035320,140538,11099066,111137,5744548,57.5,5289008,53.0,0.0,0.0,0.0,0.0,0.0
Michigan,44.9435598,-86.4158049,MI202140,MI,2021-10-10,41,40,1195574,3272,22714,6,166054.0,21458.0,117895.0,16950.0,694100,373827,5672740,1999262,7491270,2884772,13858110,138763,10947178,109616,5714117,57.2,5258770,52.7,0.0,0.0,0.0,0.0,0.0
Michigan,44.9435598,-86.4158049,MI202139,MI,2021-10-03,40,39,1165964,3271,22467,14,164190.0,21206.0,116097.0,16674.0,680500,377010,5631360,2000813,7300110,2871051,13611970,136299,10741890,107560,5725342,57.3,5249742,52.6,0.0,0.0,0.0,0.0,0.0
Michigan,44.9435598,-86.4158049,MI202138,MI,2021-09-26,39,38,1138461,2905,22226,6,165565.0,21378.0,116328.0,16843.0,672400,374518,5610060,1988911,7209030,2842448,13491490,135092,10552265,105662,5673591,56.8,5206740,52.1,0.0,0.0,0.0,0.0,0.0
Michigan,44.9435598,-86.4158049,MI202137,MI,2021-09-19,38,37,1115111,2734,22013,8,165516.0,21258.0,115457.0,16701.0,657300,372264,5567100,1976630,7096710,2815156,13321110,133386,10455358,104691,5634229,56.4,5164900,51.7,0.0,0.0,0.0,0.0,0.0
Michigan,44.9435598,-86.4158049,MI202136,MI,2021-09-12,37,36,1092867,2333,21835,7,166513.0,21472.0,118086.0,16908.0,651800,368419,5495040,1959152,7008960,2783640,13155800,131731,10337553,103512,5578561,55.9,5112061,51.2,0.0,0.0,0.0,0.0,0.0
Michigan,44.9435598,-86.4158049,MI202135,MI,2021-09-05,36,35,1074415,1726,21680,4,165269.0,21430.0,112522.0,16422.0,651800,366048,5439980,1950977,6941100,2760134,13032880,130500,10265164,102787,5549916,55.6,5078000,50.8,0.0,0.0,0.0,0.0,0.0
Michigan,44.9435598,-86.4158049,MI202134,MI,2021-08-29,35,34,1058463,1877,21534,7,165605.0,21539.0,115050.0,16527.0,651800,362698,5375580,1941243,6833460,2729878,12860840,128778,10167391,101808,5508073,55.2,5034646,50.4,0.0,0.0,0.0,0.0,0.0
Michigan,44.9435598,-86.4158049,MI202133,MI,2021-08-22,34,33,1043529,1428,21395,1,165534.0,21886.0,114223.0,16234.0,651800,358901,5297460,1931992,6659760,2697407,12609020,126256,10065791,100790,5461450,54.7,4989106,50.0,0.0,0.0,0.0,0.0,0.0
Michigan,44.9435598,-86.4158049,MI202132,MI,2021-08-15,33,32,1031222,1296,21290,3,167496.0,21800.0,115504.0,16136.0,651800,354386,5208840,1924471,6464190,2670189,12324830,123410,9971999,99851,5415561,54.2,4949850,49.6,0.0,0.0,0.0,0.0,0.0
Michigan,44.9435598,-86.4158049,MI202131,MI,2021-08-08,32,31,1021587,282,21227,1,167579.0,21704.0,114121.0,15849.0,651800,350697,5142340,1917692,6404790,2647001,12198930,122150,9893303,99063,5366731,53.7,4916181,49.2,0.0,0.0,0.0,0.0,0.0
